"CountryCode","C1_School_closing","C2_Workplace_closing","C3_Cancel_public_events","C4_Restrictions_on_gatherings","C5_Close_public_transport","C6_Stay_at_home_requirements","C7_Restrictions_on_internal_movement","C8_International_travel_controls","E1_Income_support","E2_Debt_contract_relief","H1_Public_information_campaigns","H2_Testing_policy","H3_Contact_tracing","StringencyIndex","Days","Government","Nationwide_ConfirmedCases","Nationwide_DailyConfirmed","Capital_ConfirmedCases","Capital_DailyConfirmed","NonCapital_ConfirmedCases","NonCapital_DailyConfirmed"
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"54.17",172,1,12484,44,3074,19,9410,25
"KOR",0.75,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"54.17",173,1,12525,41,3097,23,9428,18
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",174,1,12552,27,3110,13,9442,14
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",175,1,12584,32,3134,24,9450,8
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",176,1,12628,44,3161,27,9467,17
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",177,1,12649,21,3177,16,9472,5
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",178,1,12665,16,3189,12,9476,4
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",179,1,12706,41,3220,31,9486,10
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",180,1,12741,35,3244,24,9497,11
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",181,1,12768,27,3262,18,9506,9
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",182,1,12795,27,3277,15,9518,12
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",183,1,12811,16,3283,6,9528,10
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",184,1,12838,27,3306,23,9532,4
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",185,1,12882,44,3342,36,9540,8
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",186,1,12936,54,3385,43,9551,11
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",187,1,12974,38,3414,29,9560,9
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",188,1,13006,32,3439,25,9567,7
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",189,1,13022,16,3453,14,9569,2
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",190,1,13040,18,3468,15,9572,3
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",191,1,13058,18,3480,12,9578,6
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",192,1,13085,27,3503,23,9582,4
"KOR",0.75,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"48.61",193,1,13095,10,3511,8,9584,2
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",194,1,13119,24,3529,18,9590,6
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",195,1,13131,12,3539,10,9592,2
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",196,1,13144,13,3547,8,9597,5
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",197,1,13153,9,3553,6,9600,3
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",198,1,13180,27,3574,21,9606,6
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",199,1,13207,27,3588,14,9619,13
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",200,1,13244,37,3610,22,9634,15
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",201,1,13259,15,3624,14,9635,1
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",202,1,13297,38,3661,37,9636,1
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",203,1,13332,35,3690,29,9642,6
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",204,1,13354,22,3709,19,9645,3
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",205,1,13385,31,3728,19,9657,12
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",206,1,13431,46,3762,34,9669,12
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",207,1,13484,53,3805,43,9679,10
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",208,1,13580,96,3888,83,9692,13
"KOR",1,0.5,0.333333333333333,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"50.46",209,1,13744,164,4040,152,9704,12
"KOR",1,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"56.02",210,1.5,14023,279,4293,253,9730,26
"KOR",1,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"56.02",211,1.5,14218,195,4460,167,9758,28
"KOR",1,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"56.02",212,1.5,14458,240,4662,202,9796,38
"KOR",1,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"56.02",213,1.5,14753,295,4920,258,9833,37
"KOR",1,0.5,0.666666666666667,0.8,0,0.25,0.333333333333333,0.6,0.666666666666667,0.5,1,1,1,"56.02",214,1.5,15039,286,5150,230,9889,56
"KOR",1,0.666666666666667,1,1,0,0.333333333333333,0.5,0.6,0.5,0.5,1,1,1,"56.02",215,1.5,15360,321,5397,247,9963,74
"KOR",1,0.666666666666667,1,1,0,0.333333333333333,0.5,0.6,0.5,0.5,1,1,1,"56.02",216,1.5,15688,328,5642,245,10046,83
"KOR",1,0.666666666666667,1,1,0,0.333333333333333,0.5,0.6,0.5,0.5,1,1,1,"56.02",217,1.5,16081,393,5939,297,10142,96
