,(Intercept)_1,log(Days_after_first_Case)_1,Days_after_first_Case_1,(Intercept)_2,log(Days_after_first_Case)_2,Days_after_first_Case_2,psi,(Intercept)_1_s,log(Days_after_first_Case)_1_s,Days_after_first_Case_1_s,(Intercept)_2_s,log(Days_after_first_Case)_2_s,Days_after_first_Case_2_s,psi_s
Sweden,-29.7696214,10.57774904,-0.12919593,5.193856216,0.129619961,0.006500283,61,-19.6412785,6.850033707,-0.040797951,3.534064839,0.57097921,0.00280093,64
Switzerland,-10.97934468,7.147431688,-0.215973707,56.1309717,-15.64532012,0.187371802,88,-10.82177594,7.081553556,-0.213891508,54.74071329,-15.27604413,0.184240953,92
Syria,-1.053615006,0.901719915,-0.065369729,-25.72903757,7.392918303,-0.062132323,35,-1.162278655,1.404897173,-0.173447161,0.348842922,-0.402781674,0.03623987,17
Taiwan,0.834742446,-1.55435693,0.137661325,49.1020568,-12.08030376,0.065279896,62,0.592989362,-1.236510977,0.116743503,59.22375454,-14.86205978,0.091182748,67
Tajikistan,1.426754709,1.797883271,-0.088249398,4.024408443,0.185436651,-0.013163231,49,1.462135693,1.775036132,-0.086768461,6.916886686,-0.741247883,0.001808355,52
Thailand,-75.04599736,24.39004672,-0.344889843,-94.03252861,24.15613351,-0.171559829,115,0.3443019,-1.531382888,0.160250807,70.25108522,-17.07397074,0.108724748,70
Timor_Leste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,0.801226174,-0.537072026,0.062782098,57.40295308,-15.58476139,0.161605368,64,0.86788517,-0.600952412,0.067136907,21.70422453,-5.524996743,0.056337199,68
Trinidad_and_Tobago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkey,-3.035705097,4.547613726,-0.137723008,-9.25148116,4.479443477,-0.04261844,68,-2.575347142,4.341644139,-0.13030156,-27.34643113,9.516786599,-0.093306578,73
Turks_and_Caicos_islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2.013231353,-1.259623431,0.098112908,115.8830001,-31.95552276,0.336824689,71,1.880690196,-1.099708866,0.088112741,141.3040448,-39.12052896,0.412249069,74
Ukraine,-5.800696374,4.046685921,-0.077388428,-42.82120039,13.29811053,-0.117574968,73,-4.836641043,3.655536503,-0.06618317,-74.47109473,22.01193316,-0.202031845,78
United_Arab_Emirates,-42.29894699,13.3606849,-0.126469578,-314.4953427,78.7633987,-0.493302481,143,-0.245589153,-1.292180278,0.169657664,-22.74282307,7.892663392,-0.071218644,70
United_Kingdom,-36.62164334,11.83796705,-0.06582628,-14.06953783,6.772025434,-0.088293769,64,-47.52797057,15.60680638,-0.141690454,-13.53038314,6.625261961,-0.086952804,67
United_Republic_of_Tanzania,-7.017226456,3.293392985,-0.058056117,-26.30258509,-5.60E-13,6.40E-15,53,-0.61520367,1.900849292,-0.386562118,-61.23849513,24.57673691,-0.655339557,11
United_States_of_America,-121.4507028,37.31288344,-0.384523194,33.69272246,-6.427688579,0.059319116,69,-184.0891502,57.61097658,-0.724429195,42.75712743,-8.79395804,0.077782006,74
United_States_Virgin_Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2.549808452,0.263373138,-0.030733793,-844.4777757,230.7696867,-2.166431763,90,2.411060893,0.385798749,-0.040256549,80.71641835,-22.53325307,0.243443437,68
Uzbekistan,-3.181053126,2.932941156,-0.08729076,4.012268859,-0.832042819,0.051185454,62,-2.601770545,2.651931677,-0.075681276,4.654093002,-1.013664704,0.053111746,66
Venezuela,1.846801875,0.502493998,-0.096754747,-6.196360798,2.072206437,0.018251476,22,2.03368814,-0.054352399,0.009050717,-3.970754309,1.416929617,0.026075437,16
Vietnam,-0.150438238,-0.602756371,0.114808581,-13.45045478,4.734128906,-0.073082159,18,-8.953282498,3.509122436,-0.064929697,15.50580727,-4.436537658,0.046078101,132
Western_Sahara,1.458732133,-3.504442724,0.256731609,-24.30258509,-2.29E-11,3.08E-13,70,1.362573705,-2.86199936,0.214348962,-24.30258509,2.05E-11,-2.76E-13,71
Yemen,-7.473757109,2.704705635,-0.003987491,180.9194003,-52.26808785,0.638215255,66,-5.104865224,1.72373292,0.025308331,-180.9165625,53.76704177,-0.644316443,69
Zambia,1.758339841,-1.90072276,0.176607178,78.9975502,-22.14800271,0.259819521,56,1.590445218,-1.6155068,0.156295906,76.5327277,-21.43057646,0.251508892,60
Zimbabwe,-1.243174117,0.657347913,-0.043380946,10.58487287,-3.134064052,0.069703466,56,-0.296875909,0.034355958,-0.044905513,-5.28578464,1.283609324,0.025288971,14
