,(Intercept)_1,log(Days_after_first_Case)_1,Days_after_first_Case_1,(Intercept)_2,log(Days_after_first_Case)_2,Days_after_first_Case_2,psi,(Intercept)_1_s,log(Days_after_first_Case)_1_s,Days_after_first_Case_1_s,(Intercept)_2_s,log(Days_after_first_Case)_2_s,Days_after_first_Case_2_s,psi_s
Sweden,-29.7696214,10.57774904,-0.12919593,5.193856216,0.129619961,0.006500283,61,-22.56106307,7.922830314,-0.066058711,4.524394402,0.30784922,0.00500069,63
Switzerland,-10.97934468,7.147431688,-0.215973707,56.1309717,-15.64532012,0.187371802,88,-10.87521005,7.103867111,-0.214594514,56.63890768,-15.77694819,0.188391367,91
Syria,-1.053615006,0.901719915,-0.065369729,-25.72903757,7.392918303,-0.062132323,35,-0.962256911,1.018932023,-0.106106238,0.785233921,-0.540778545,0.038248113,14
Taiwan,0.834742446,-1.55435693,0.137661325,49.1020568,-12.08030376,0.065279896,62,0.746390799,-1.426041135,0.128937289,55.32195613,-13.7942301,0.081383829,65
Tajikistan,1.426754709,1.797883271,-0.088249398,4.024408443,0.185436651,-0.013163231,49,1.439927082,1.789337304,-0.087690893,9.388224281,-1.527401923,0.014244601,51
Thailand,-75.04599736,24.39004672,-0.344889843,-94.03252861,24.15613351,-0.171559829,115,-74.71214925,24.28526608,-0.343325995,-89.86339771,23.10116148,-0.164157544,118
Timor_Leste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,0.801226174,-0.537072026,0.062782098,57.40295308,-15.58476139,0.161605368,64,0.959231945,-0.682616132,0.072146904,19.65820591,-4.950984939,0.050414049,67
Trinidad_and_Tobago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkey,-3.035705097,4.547613726,-0.137723008,-9.25148116,4.479443477,-0.04261844,68,-2.716845441,4.404781509,-0.132559093,-20.43294768,7.595327829,-0.074076613,72
Turks_and_Caicos_islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2.013231353,-1.259623431,0.098112908,115.8830001,-31.95552276,0.336824689,71,1.905254217,-1.127776511,0.089836931,142.8818787,-39.56519843,0.416928092,73
Ukraine,-5.800696374,4.046685921,-0.077388428,-42.82120039,13.29811053,-0.117574968,73,-6.694844879,4.411796221,-0.08809158,-21.44484001,7.390703659,-0.0595888,76
United_Arab_Emirates,-42.29894699,13.3606849,-0.126469578,-314.4953427,78.7633987,-0.493302481,143,0.096594071,-1.506951957,0.178854186,-22.36984726,7.793696082,-0.070391624,69
United_Kingdom,-54.9969868,18.64823724,-0.225876811,14.40398955,-0.686944072,-0.028430929,112,-47.52797057,15.60680638,-0.141690454,-13.53038314,6.625261961,-0.086952804,67
United_Republic_of_Tanzania,-12.84298962,5.926198034,-0.156676185,-26.30258509,-1.50E-12,1.66E-14,58,-0.594605871,1.349483647,-0.220589119,-57.75936798,23.27495885,-0.622884746,9
United_States_of_America,-121.4507028,37.31288344,-0.384523194,33.69272246,-6.427688579,0.059319116,69,-184.9075177,57.87251949,-0.728623837,41.2297164,-8.396261333,0.074705993,73
United_States_Virgin_Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,2.549808452,0.263373138,-0.030733793,-844.4777757,230.7696867,-2.166431763,90,2.380107199,0.412641095,-0.042345221,78.65052901,-21.95276903,0.237426358,67
Uzbekistan,-3.181053126,2.932941156,-0.08729076,4.012268859,-0.832042819,0.051185454,62,-3.021823386,2.855476281,-0.084058567,8.74387327,-2.155109534,0.064696273,65
Venezuela,1.846801875,0.502493998,-0.096754747,-6.196360798,2.072206437,0.018251476,22,2.106967124,-1.09147511,0.261707321,-2.96068923,1.117560446,0.029715262,13
Vietnam,-0.150438238,-0.602756371,0.114808581,-13.45045478,4.734128906,-0.073082159,18,-8.953282498,3.509122436,-0.064929697,15.50580727,-4.436537658,0.046078101,132
Western_Sahara,1.478045356,-5.504855384,0.391858533,-4804.891913,1499.247222,-22.30894747,67,1.458732133,-3.504442724,0.256731609,-24.30258509,-2.29E-11,3.08E-13,70
Yemen,-7.473757109,2.704705635,-0.003987491,180.9194003,-52.26808785,0.638215255,66,-14.29347566,5.560246397,-0.094802089,-35.23249789,12.0128493,-0.17688003,49
Zambia,1.758339841,-1.90072276,0.176607178,78.9975502,-22.14800271,0.259819521,56,1.763676855,-1.915642085,0.177868704,64.97553024,-18.12238594,0.215035472,59
Zimbabwe,-1.243174117,0.657347913,-0.043380946,10.58487287,-3.134064052,0.069703466,56,-0.434417089,-1.717832628,0.468996203,-5.011190953,1.200426285,0.026371145,10
