,(Intercept),log(Days_after_first_Case),Days_after_first_Case,(Intercept)_smoothing,log(Days_after_first_Case)_smoothing,Days_after_first_Case_smoothing
"Bonaire, Saint Eustatius and Saba",NA,NA,NA,NA,NA,NA
Bosnia_and_Herzegovina,3.383640921,-0.271678957,0.02318179,2.974469857,-0.111458463,0.018926313
Brazil,-13.41923634,5.829898745,-0.033856799,-14.89216193,6.19514493,-0.036421894
British_Virgin_Islands,NA,NA,NA,NA,NA,NA
Brunei_Darussalam,NA,NA,NA,NA,NA,NA
Bulgaria,2.883506691,-0.167335762,0.024125373,2.364509037,0.028949918,0.019324471
Burundi,NA,NA,NA,NA,NA,NA
Cambodia,NA,NA,NA,NA,NA,NA
Cameroon,-2.390281681,1.918156705,-0.01052531,-3.007550065,2.068338775,-0.011316586
Canada,-40.27306822,13.43066971,-0.141802286,-43.57603073,14.28210633,-0.147807706
Cape_Verde,-2.116353905,0.921317991,0.013289809,5.717266726,-1.708577663,0.056401405
Cases_on_an_international_conveyance_Japan,0.323993762,2.857675895,-0.300075209,-2.243642287,4.086886881,-0.336951029
Cayman_Islands,NA,NA,NA,NA,NA,NA
Central_African_Republic,-37.17074072,11.64090372,-0.119989549,-40.1501692,12.40577091,-0.125289007
Chad,-32.14861146,11.75807641,-0.216101344,2.592735957,-0.105784105,-0.000444409
Chile,-16.10538872,6.597861413,-0.057808458,-16.20514539,6.535384003,-0.054010858
Colombia,1.245188454,0.821658637,0.026886745,1.414689461,0.736833515,0.028385364
Congo,0.143126272,0.173340832,0.025437728,-0.464962387,0.390161409,0.020429643
Costa_Rica,3.892888338,-1.265185376,0.063797701,4.716428998,-1.453401806,0.062839853
Cote_dIvoire,1.248763422,0.353840159,0.024359776,5.716468685,-1.134856141,0.047556559
Croatia,1.597348707,0.599839592,-0.010863512,0.905432706,0.852188907,-0.016233431
Cuba,-1.986323735,2.25759721,-0.066111808,1.900036924,0.777412686,-0.03240888
Curacao,NA,NA,NA,NA,NA,NA
Cyprus,0.014745525,1.518666134,-0.072521451,-1.180410723,1.968705793,-0.081789501
Czechia,2.393357236,0.910297063,-0.021403732,1.783948536,1.109610779,-0.024516157
Democratic_Republic_of_the_Congo,-6.998575362,3.078585589,-0.023723854,2.994837825,-0.147877277,0.024562487
Denmark,-2.573417401,2.883615693,-0.068575525,-3.727450057,3.234776921,-0.072510406
Djibouti,-7.23817683,3.74648786,-0.063619333,-4.773214449,2.886628064,-0.047637753
Dominica,NA,NA,NA,NA,NA,NA
Dominican_Republic,2.022816341,0.778074357,0.007582308,1.432459986,0.952694726,0.005007454
Ecuador,-1.657450031,2.519883898,-0.033947759,-2.831166752,2.870231846,-0.038388923
Egypt,-18.10020125,6.276161879,-0.039812727,-17.76386694,6.101930739,-0.035744387
El_Salvador,-1.354453167,1.040428778,0.017940577,6.827488301,-1.643156466,0.059142944
Eritrea,NA,NA,NA,NA,NA,NA
Estonia,-0.985589041,2.026332951,-0.074029395,-2.233225276,2.46787068,-0.082046563
Eswatini,-1.41353112,0.289429443,0.032150141,0.529051048,-0.293328655,0.038153835
Ethiopia,-18.63065955,5.985989973,-0.039890008,2.718022567,-0.504691034,0.043819703
Falkland_Islands_(Malvinas),NA,NA,NA,NA,NA,NA
Faroe_Islands,NA,NA,NA,NA,NA,NA
Fiji,NA,NA,NA,NA,NA,NA
Finland,-29.74777125,10.49671382,-0.143014644,-32.25390564,11.16073843,-0.147777427
France,-22.4258738,9.004784715,-0.114647173,-25.55855135,9.872371291,-0.122807336
French_Polynesia,NA,NA,NA,NA,NA,NA
Gabon,-21.72827147,7.615663005,-0.088650614,-23.3513492,8.020622649,-0.090727403
Gambia,NA,NA,NA,NA,NA,NA
Georgia,-3.912487745,2.191661746,-0.04345661,-5.104695452,2.561509435,-0.048330633
Germany,-24.40006581,9.915257642,-0.137041668,-27.33889941,10.72426565,-0.144236002
Ghana,-0.624446968,1.260579955,0.00806452,5.078029314,-0.592029972,0.035393386
Gibraltar,NA,NA,NA,NA,NA,NA
Greece,1.269737084,1.030781939,-0.031725048,0.385999819,1.349345087,-0.038088599
Greenland,NA,NA,NA,NA,NA,NA
Grenada,NA,NA,NA,NA,NA,NA
Guam,2.551574905,-0.72652069,0.01955058,2.189819411,-0.568556568,0.015668591
Guatemala,-5.857096778,2.401487463,0.01097315,-5.923650228,2.372215102,0.012303925
Guernsey,NA,NA,NA,NA,NA,NA
Guinea,-6.952364872,3.5600485,-0.054258839,-9.052452408,4.217904378,-0.063932901
Guinea_Bissau,-8.665517946,4.135867458,-0.081989315,2.890300172,-0.009460339,0.001119934
Guyana,NA,NA,NA,NA,NA,NA
Haiti,-44.44442795,14.49373679,-0.176926111,-39.00979149,12.71492552,-0.148280235
Holy_See,NA,NA,NA,NA,NA,NA
Honduras,-0.619956631,0.8564702,0.028899235,-0.181390169,0.63679657,0.034235691
Hungary,-5.420870416,3.596040399,-0.087643408,5.467662316,-0.418834045,-0.004575743
Iceland,-2.785627173,3.000019394,-0.118422062,-4.788318608,3.745812993,-0.134498439
India,-18.45481475,6.081538612,-0.014687248,-19.94690737,6.434206785,-0.016896639
Indonesia,2.072463997,0.815373119,0.010963081,1.33773715,1.037769207,0.007531954
Iran,3.866019107,1.01954587,-0.008265582,3.367036156,1.157625402,-0.009643951
Iraq,0.302987738,0.338543659,0.045474918,0.755203641,0.134353093,0.04931126
Ireland,-12.35895462,6.845806733,-0.161759205,-14.79668362,7.591623698,-0.170382928
Isle_of_Man,-2.097355821,2.693060967,-0.172292005,0.115952457,1.525856605,-0.11475297
Israel,3.795629956,0.289966113,0.006887109,3.109463072,0.545520651,0.001196903
Italy,-20.17035304,9.055186622,-0.141763952,-22.56370653,9.713389671,-0.147185868
Jamaica,-2.466699269,1.703634699,-0.038910873,4.927405819,-1.023840343,0.015772297
Jersey,0.893473707,0.867508592,-0.070850593,5.26187729,-1.050625942,-0.012225649
Jordan,2.182370477,0.058424495,-0.002140082,1.858404554,0.152101351,-0.002726945
Kazakhstan,3.951604961,-0.507015186,0.053547318,4.015994998,-0.59827782,0.056487764
Kenya,-0.654800208,0.611770162,0.029557464,7.440686844,-1.903575001,0.063117018
Kosovo,2.797515447,-0.513126119,0.038014401,5.656464148,-1.415551342,0.049611879
Kuwait,-19.63896373,7.195748208,-0.068508631,-22.33251433,7.924017793,-0.075143699
Kyrgyzstan,3.418703324,-0.83597736,0.058172699,6.678849208,-1.84950101,0.071128979
Laos,NA,NA,NA,NA,NA,NA
Latvia,-0.428388458,1.506630387,-0.056470461,-1.720603451,1.992058476,-0.067189507
Lebanon,0.952838847,0.431653476,-0.000321779,0.341990393,0.643104273,-0.004393072
Lesotho,NA,NA,NA,NA,NA,NA
Liberia,-1.053282092,0.481727732,0.016431867,2.110263316,-0.592781075,0.033947238
Libya,0.630960157,-0.560920268,0.056649912,2.933429412,-1.306601968,0.066834536
Liechtenstein,NA,NA,NA,NA,NA,NA
Lithuania,-1.1469807,1.988458997,-0.067504671,-2.237683635,2.360513198,-0.073508712
Luxembourg,2.82275522,0.795981625,-0.041013797,1.922911122,1.166996137,-0.050989244
Madagascar,1.869984739,-0.61243667,0.055375646,3.85605757,-1.235961057,0.062907988
Malawi,-0.768188623,0.083264679,0.050440941,5.432802508,-2.035728762,0.087185681
Malaysia,-22.11885373,8.076753992,-0.105337438,-24.0521384,8.582028856,-0.108746143
Maldives,-17.37960609,6.392789248,-0.087419179,-12.87658632,4.943526053,-0.065360708
Mali,-1.494644717,1.539687163,-0.024043636,0.931836838,0.633922452,-0.004675137
Malta,-0.798501751,1.39408793,-0.051102851,-0.226945415,1.1477288,-0.043753303
Mauritania,-82.70769524,24.02811528,-0.230474642,-69.73361208,20.11113269,-0.180305138
Mauritius,1.13144908,1.290932107,-0.136931212,3.679075514,-0.056583581,-0.070481206
Mexico,-5.112863596,3.261985173,-0.015059541,-6.321731779,3.583953752,-0.018161404
Moldova,-0.318288819,1.406489601,-0.006597056,8.768575073,-1.627373365,0.041607992
Monaco,NA,NA,NA,NA,NA,NA
Mongolia,NA,NA,NA,NA,NA,NA
Montenegro,3.489806872,-1.218621379,0.050387917,3.266516985,-1.055886451,0.043307425
Montserrat,NA,NA,NA,NA,NA,NA
Morocco,1.575588283,0.826400587,-0.00199253,1.092241924,0.963283686,-0.003615021
Mozambique,-2.771096299,1.021808563,0.012316131,5.293137129,-1.660907501,0.05553397
Myanmar,-0.268613586,0.684671882,-0.022628148,2.037548186,-0.226181314,-0.001281307
Namibia,1.39090555,-2.716116643,0.133019468,1.816125186,-2.966498738,0.138505514
Netherlands,-3.304745234,3.72295282,-0.089954033,-4.680692591,4.14183203,-0.094601987
New_Caledonia,NA,NA,NA,NA,NA,NA
Nicaragua,-48.43350205,15.0590225,-0.169063672,-36.62392605,11.48202279,-0.122539137
Niger,0.081114201,1.398101014,-0.06069243,3.226196196,0.079804012,-0.024331206
Nigeria,-9.141698479,3.897561541,-0.025817903,-9.664590326,3.990669977,-0.0250416
North_Macedonia,1.624528135,0.23878341,0.018903828,1.372219929,0.290842916,0.018717239
Northern_Mariana_Islands,NA,NA,NA,NA,NA,NA
Norway,-0.822594286,2.488589569,-0.081734554,-2.027230076,2.888805539,-0.08751271
Oman,-9.744607185,3.700692677,-0.007372195,-10.46207145,3.852563939,-0.007764461
Pakistan,-11.77300517,5.184876022,-0.038992335,-12.06750065,5.196013605,-0.036765625
Palestine,3.689077009,-1.743816354,0.086070274,8.193081118,-2.417752125,0.072644575
Panama,3.191396874,0.231405377,0.021769786,5.062106425,-0.403494834,0.031683851
Papua_New_Guinea,NA,NA,NA,NA,NA,NA
Paraguay,0.370307332,0.300230483,0.019469096,-0.060619426,0.416616974,0.01801401
Peru,-12.40953559,5.993837048,-0.068050483,-13.13471208,6.155836793,-0.068178897
Philippines,-0.900011946,1.085393788,0.016274516,-2.339348408,1.508682982,0.010908528
Poland,-0.229096753,1.929078332,-0.028107623,6.770888485,-0.494210473,0.013740673
Portugal,1.727742644,1.548200581,-0.031035012,2.637985818,1.219820655,-0.024829887
Qatar,-15.73455131,6.696219362,-0.078883386,-17.2362066,7.073720846,-0.080924541
Romania,-0.281032218,1.767100525,-0.021414336,-1.377260319,2.111016849,-0.026543325
Russia,-47.64840471,15.11093432,-0.128564316,-51.34324013,16.038246,-0.134730876
Rwanda,1.711109847,-0.386579048,0.030432142,8.916867963,-1.992030733,0.028189484
Saint_Kitts_and_Nevis,NA,NA,NA,NA,NA,NA
Saint_Lucia,NA,NA,NA,NA,NA,NA
Saint_Vincent_and_the_Grenadines,NA,NA,NA,NA,NA,NA
San_Marino,-1.370460698,1.605818217,-0.053964251,-2.378274168,1.941153425,-0.058771448
Sao_Tome_and_Principe,-9.667432947,4.562974929,-0.110888415,-11.50876495,5.135718319,-0.117958956
Saudi_Arabia,-5.772746983,3.552822353,-0.024903707,-6.405175203,3.688128899,-0.024960087
Senegal,-4.395961191,2.36753451,-0.018314235,8.102994214,-1.738631525,0.044877041
Serbia,1.917807229,1.068753262,-0.018595699,2.531888423,0.857388987,-0.015359646
Seychelles,NA,NA,NA,NA,NA,NA
Sierra_Leone,-7.392903686,3.459516541,-0.059245716,-1.928272345,1.516255339,-0.020842048
Singapore,-54.52526183,16.60114338,-0.154127599,-58.43829881,17.58202615,-0.160380875
Sint_Maarten,NA,NA,NA,NA,NA,NA
Slovakia,0.738806725,1.053025264,-0.035933684,-0.49478541,1.532278597,-0.047526088
Slovenia,2.559197278,0.445713293,-0.029360097,2.748675868,0.392784368,-0.029242679
Somalia,-16.07536492,6.417314658,-0.104118772,-5.982627083,3.072223479,-0.048251954
South_Africa,2.011022593,0.318233199,0.04646397,1.849490955,0.334585565,0.046356052
South_Korea,-2.567793597,2.619658902,-0.051369632,-3.638563869,2.944107254,-0.055274836
South_Sudan,-28.37239344,10.69477364,-0.191919272,1.475087983,0.409568947,0.002148542
Spain,-22.53325194,9.814153752,-0.152873349,-25.86739837,10.76717644,-0.162615138
Sudan,-33.4386885,11.43056558,-0.142600247,-0.47615901,1.223478486,-0.001628675
Suriname,-0.472580574,-0.608620841,0.06160077,4.740734374,-2.175028712,0.080571517
Sweden,-9.777959733,4.191390496,-0.029829074,-10.14180541,4.246376647,-0.029040924
Switzerland,-2.43766406,3.600502378,-0.108147043,-4.328594923,4.246034366,-0.119215824
Syria,0.324215421,-0.361251832,0.034458244,4.507761559,-1.770237278,0.058077573
Taiwan,-15.66143776,5.836311011,-0.103602622,-19.09640511,6.876216895,-0.116565358
Tajikistan,2.084512484,1.392862536,-0.064385067,0.862235454,1.871534143,-0.076141146
Thailand,-42.15203047,14.12566932,-0.19539947,-46.29143982,15.25530611,-0.204997358
Timor_Leste,NA,NA,NA,NA,NA,NA
Togo,-2.715345765,1.360531265,-0.014785808,-3.602766712,1.624981757,-0.018070636
Trinidad_and_Tobago,NA,NA,NA,NA,NA,NA
Turkey,3.199111267,1.813266763,-0.047088509,2.300921067,2.102034391,-0.051187234
Turks_and_Caicos_islands,NA,NA,NA,NA,NA,NA
Uganda,-2.053217481,1.16111208,-0.004634587,-1.999224773,1.110954568,-0.002846026
Ukraine,0.746845431,1.430571173,-0.00762159,0.421449931,1.503477647,-0.007844421
United_Arab_Emirates,-32.46475422,10.50958324,-0.094165907,-35.49209706,11.2908546,-0.100020216
United_Kingdom,-34.78950246,12.50109298,-0.143546689,-37.58675878,13.22136376,-0.148380634
United_Republic_of_Tanzania,-21.25757218,9.497381971,-0.274909035,6.274019566,-1.302339674,0.002171728
United_States_of_America,-9.109634199,4.914845635,-0.033811975,-11.56720388,5.57996466,-0.03995281
United_States_Virgin_Islands,NA,NA,NA,NA,NA,NA
Uruguay,2.879139174,0.017122878,-0.016349315,2.741589367,0.085238429,-0.018176683
Uzbekistan,3.078994139,-0.144076544,0.029061224,2.79966774,-0.048434297,0.026600737
Venezuela,1.937905501,-0.356656778,0.04837323,5.977757341,-1.653493766,0.066647357
Vietnam,-6.16131777,2.491556889,-0.0437733,-7.725630047,2.964906458,-0.049501561
Western_Sahara,0.257451231,-1.073735887,0.107773473,1.078903122,-1.753457679,0.13825761
Yemen,-16.20272348,6.033955495,-0.087459948,-19.21341578,6.947722258,-0.099869806
Zambia,-6.943412316,2.963908166,-0.034893722,0.460473441,0.519484121,0.003854458
Zimbabwe,-1.20163344,0.025698273,0.042358055,3.955426437,-1.6453609,0.066224906
