"","country","startpoint","breakpoint","a1_Logi","b1_Logi","c1_Logi","a1_Gom","b1_Gom","c1_Gom"
"97","Romania",76,157,19070.5364469402,3.66289690897676,0.0845740530290313,21683.8825109063,5.91955822111768,0.0462692165876237
"98","Russia",79,NA,941311.015571374,3.92742645268174,0.0443230120791756,1053516.69478886,7.04664888156417,0.0248549971015313
"99","Saudi_Arabia",77,NA,320074.359698262,4.88386623266631,0.0474914766725905,376501.993380568,10.2478502127157,0.0243370742753515
"100","Senegal",85,NA,14392.5955595881,3.83908285219955,0.035903209567654,19624.4563074697,5.67455908071948,0.0162189008166653
"101","Serbia",80,157,10955.4802331691,4.26538926868993,0.123308334219196,11545.1948470485,9.59117254654831,0.0754554602139238
"102","Singapore",47,192,43326.847855614,6.74677171095841,0.0755175562809957,46689.4334033642,40.4601837047916,0.0449032408996389
"103","Slovakia",80,160,1466.75531889155,3.4782841997281,0.12355786713814,1516.47905490173,6.04842078004775,0.0778714633281963
"104","Somalia",110,NA,3181.09451192488,2.63799884275855,0.0649996728156194,3279.73742015315,3.81098247594285,0.042637136113942
"105","South_Africa",80,NA,658521.562954817,8.65023461728666,0.0695908431146242,796356.429436788,64.8642569868001,0.0346542721446682
"106","South_Korea",53,125,10201.6672102459,2.93583130945309,0.168945134683072,10403.5337044071,4.79916489297308,0.113011954082548
"107","South_Sudan",130,NA,2308.52363534963,3.00579550713919,0.0900455140786605,2378.28872301605,4.81434613464201,0.0584032873269432
"108","Spain",64,168,233322.972613831,4.19228987481289,0.118764415509637,238783.967133667,10.3338881319132,0.0776022922613414
"109","Sri_Lanka",84,138,1203.37191180442,4.22040448057533,0.0956912940314687,4082.99412239249,5.83211982176437,0.0249279383956143
"110","Sudan",113,224,11426.7486575617,3.54408949039342,0.069532663373255,12369.2167508031,5.92351151503233,0.0408323488972235
"111","Suriname",159,NA,6384.16197895729,4.26077709837911,0.053974245147165,30079.7277861159,6.27862192976966,0.0130034815620231
"112","Sweden",68,212,87907.6911121753,3.6260013409151,0.0390820958800734,118379.501183853,5.1014350933727,0.0176893338782654
"113","Switzerland",68,159,30109.2985807687,4.06259911099787,0.141590933257772,30675.221838539,9.66901780263885,0.0936392126670798
"114","Tajikistan",127,NA,7778.50673072712,2.2188296811566,0.059645025875009,8090.95258052418,3.09123642024442,0.0400867381182118
"115","Thailand",72,NA,3123.29939769907,3.49156043302148,0.135988591530258,3147.68636739665,6.61404656346157,0.0900511201791477
"116","Tunisia",85,143,981.226786257357,2.56677308535328,0.141657593047422,1013.78701177572,3.72305954694973,0.0938178202130147
"117","Turkey",80,210,201521.705277426,2.77378343811092,0.0612105985993635,210927.603247923,4.21838097969179,0.0395538955779355
"118","Uganda",101,207,1087.32268565598,5.39296032690515,0.0886959051005337,1189.97768810124,17.1625135163724,0.0513338801145421
"119","United_Arab_Emirates",73,225,60675.2269932405,4.13236000189155,0.0506137778180799,67968.3911286228,7.75410844524506,0.0281077488893896
"120","United_Kingdom",66,197,279224.052839498,4.03857263115498,0.073178616037002,292170.949216282,8.58692019339722,0.0455788612086793
"121","United_States_of_America",61,157,1757172.87375595,4.80680385505906,0.0803191107390448,2058204.27335319,10.3948110018327,0.0421849291020593
"122","Uzbekistan",88,NA,74338.3995480765,5.79726945775011,0.0385686009385655,1097376.59552172,9.20636713729553,0.00666146411662314
"123","Yemen",137,245,1847.47928663329,2.97384256830738,0.0667051020632782,1980.10626928102,4.39390540196012,0.0403372654702585
"124","Zimbabwe",147,NA,6993.9871087601,5.97254041856328,0.0810444921302839,10382.8006858408,12.8794181659365,0.0333693629508745
